Voltage,Capacitance,ESR(est.) 20°C@10kHz,ESR(est.) 20°C@100kHz,Case Size Diameter,Case Size Length,Dissipation Factor,ESR(est.) 20°C@120Hz,Endurance,Impedance @100kHz,Lead Diameter,Lead Space,Lead Space Taping,Lead Space Taping_1,Part Number,Ripple Current 105°C@100kHz,Ripple Current 105°C@10kHz,Ripple Current 105°C@120Hz,Ripple Current 105°C@1kHz,Ripple Current 105°C@60Hz,Straight leads,Taping,VC
6.3,39,3.929,3.155,6.3,11.2,0.22,7.482,1000,0.35,0.5,2.5,5,2.5,EEUFC0J390( ),290,259.87,188.31,246.69,160.06,200,2000,245.7
6.3,39,3.929,3.155,6.3,11.2,0.22,7.482,1000,0.35,0.5,2.5,5,2.5,EEUFC0J390( ),290,259.87,188.31,246.69,160.06,200,2000,245.7
6.3,47,3.26,2.618,6.3,11.2,0.22,6.208,1000,0.35,0.5,2.5,5,2.5,EEUFC0J470( ),290,259.87,188.31,246.69,160.06,200,2000,296.09999999999997
6.3,47,3.26,2.618,6.3,11.2,0.22,6.208,1000,0.35,0.5,2.5,5,2.5,EEUFC0J470( ),290,259.87,188.31,246.69,160.06,200,2000,296.09999999999997
6.3,56,2.736,2.197,8,11.5,0.22,5.21,2000,0.117,0.6,3.5,5,,EEUFC0J560( ),555,497.34,360.39,472.11,306.33,200,1000,352.8
6.3,56,2.736,2.197,8,11.5,0.22,5.21,2000,0.117,0.6,3.5,5,,EEUFC0J560( ),555,497.34,360.39,472.11,306.33,200,1000,352.8
6.3,68,2.253,1.809,8,11.5,0.22,4.291,2000,0.117,0.6,3.5,5,,EEUFC0J680( ),555,497.34,360.39,472.11,306.33,200,1000,428.4
6.3,68,2.253,1.809,8,11.5,0.22,4.291,2000,0.117,0.6,3.5,5,,EEUFC0J680( ),555,497.34,360.39,472.11,306.33,200,1000,428.4
6.3,82,1.868,1.5,8,11.5,0.22,3.558,2000,0.117,0.6,3.5,5,,EEUFC0J820( ),555,497.34,360.39,472.11,306.33,200,1000,516.6
6.3,82,1.868,1.5,8,11.5,0.22,3.558,2000,0.117,0.6,3.5,5,,EEUFC0J820( ),555,497.34,360.39,472.11,306.33,200,1000,516.6
6.3,100,1.532,1.23,10,12.5,0.22,2.918,3000,0.09,0.6,5,5,,EEUFC0J101( ),755,676.56,490.26,642.24,416.72,200,500,630
6.3,100,1.532,1.23,10,12.5,0.22,2.918,3000,0.09,0.6,5,5,,EEUFC0J101( ),755,676.56,490.26,642.24,416.72,200,500,630
6.3,120,1.277,1.025,8,15,0.22,2.432,2000,0.085,0.6,3.5,5,,EEUFC0J121L( ),730,654.16,474.03,620.97,402.92,200,1000,756
6.3,120,1.277,1.025,8,15,0.22,2.432,2000,0.085,0.6,3.5,5,,EEUFC0J121L( ),730,654.16,474.03,620.97,402.92,200,1000,756
6.3,150,1.021,0.82,10,12.5,0.22,1.945,3000,0.09,0.6,5,5,,EEUFC0J151( ),755,676.56,490.26,642.24,416.72,200,500,945
6.3,150,1.021,0.82,10,12.5,0.22,1.945,3000,0.09,0.6,5,5,,EEUFC0J151( ),755,676.56,490.26,642.24,416.72,200,500,945
6.3,180,0.851,0.684,10,16,0.22,1.621,3000,0.068,0.6,5,5,,EEUFC0J181( ),1050,940.91,681.82,893.18,579.55,200,500,1134
6.3,180,0.851,0.684,10,16,0.22,1.621,3000,0.068,0.6,5,5,,EEUFC0J181( ),1050,940.91,681.82,893.18,579.55,200,500,1134
6.3,220,0.696,0.559,8,20,0.22,1.326,2000,0.065,0.6,3.5,5,,EEUFC0J221L( ),995,891.62,646.1,846.4,549.19,200,1000,1386
6.3,220,0.696,0.559,8,20,0.22,1.326,2000,0.065,0.6,3.5,5,,EEUFC0J221L( ),995,891.62,646.1,846.4,549.19,200,1000,1386
6.3,270,0.567,0.456,10,16,0.22,1.081,3000,0.068,0.6,5,5,,EEUFC0J271( ),1050,940.91,681.82,893.18,579.55,200,500,1701
6.3,270,0.567,0.456,10,16,0.22,1.081,3000,0.068,0.6,5,5,,EEUFC0J271( ),1050,940.91,681.82,893.18,579.55,200,500,1701
6.3,330,0.464,0.373,10,20,0.22,0.884,3000,0.052,0.6,5,5,,EEUFC0J331( ),1220,1093.25,792.21,1037.79,673.38,200,500,2079
6.3,330,0.464,0.373,10,20,0.22,0.884,3000,0.052,0.6,5,5,,EEUFC0J331( ),1220,1093.25,792.21,1037.79,673.38,200,500,2079
6.3,390,0.464,0.423,12.5,15,0.22,0.748,5000,0.065,0.6,5,5,,EEUFC0J391S( ),1205,1150.64,906.02,1087.22,842.59,200,500,2457
6.3,390,0.464,0.423,12.5,15,0.22,0.748,5000,0.065,0.6,5,5,,EEUFC0J391S( ),1205,1150.64,906.02,1087.22,842.59,200,500,2457
6.3,470,0.385,0.351,10,20,0.22,0.621,3000,0.052,0.6,5,5,,EEUFC0J471( ),1220,1164.96,917.29,1100.75,853.08,200,500,2961
6.3,470,0.385,0.351,10,20,0.22,0.621,3000,0.052,0.6,5,5,,EEUFC0J471( ),1220,1164.96,917.29,1100.75,853.08,200,500,2961
6.3,560,0.323,0.295,10,25,0.22,0.521,3000,0.045,0.6,5,5,,EEUFC0J561( ),1440,1375.04,1082.71,1299.25,1006.92,200,500,3528
6.3,560,0.323,0.295,10,25,0.22,0.521,3000,0.045,0.6,5,5,,EEUFC0J561( ),1440,1375.04,1082.71,1299.25,1006.92,200,500,3528
6.3,680,0.266,0.243,12.5,20,0.22,0.429,5000,0.038,0.6,5,5,,EEUFC0J681( ),1655,1580.34,1244.36,1493.23,1157.26,200,500,4284
6.3,680,0.266,0.243,12.5,20,0.22,0.429,5000,0.038,0.6,5,5,,EEUFC0J681( ),1655,1580.34,1244.36,1493.23,1157.26,200,500,4284
6.3,820,0.221,0.201,16,15,0.22,0.356,5000,0.043,0.8,7.5,7.5,,EEUFC0J821S( ),1690,1613.76,1270.68,1524.81,1181.73,100,250,5166
6.3,820,0.221,0.201,16,15,0.22,0.356,5000,0.043,0.8,7.5,7.5,,EEUFC0J821S( ),1690,1613.76,1270.68,1524.81,1181.73,100,250,5166
6.3,1000,0.197,0.18,10,30,0.22,0.318,3000,0.035,0.6,5,,,EEUFC0J102L,1815,1733.12,1364.66,1637.59,1269.14,100,,6300
6.3,1000,0.197,0.18,10,30,0.22,0.318,3000,0.035,0.6,5,,,EEUFC0J102L,1815,1733.12,1364.66,1637.59,1269.14,100,,6300
6.3,1200,0.187,0.17,12.5,20,0.22,0.265,5000,0.038,0.6,5,5,,EEUFC0J122( ),1655,1575.56,1324,1482.88,1244.56,200,500,7560
6.3,1200,0.187,0.17,12.5,20,0.22,0.265,5000,0.038,0.6,5,5,,EEUFC0J122( ),1655,1575.56,1324,1482.88,1244.56,200,500,7560
6.3,1500,0.15,0.136,12.5,25,0.22,0.212,5000,0.03,0.6,5,5,,EEUFC0J152( ),1945,1851.64,1556,1742.72,1462.64,200,500,9450
6.3,1500,0.15,0.136,12.5,25,0.22,0.212,5000,0.03,0.6,5,5,,EEUFC0J152( ),1945,1851.64,1556,1742.72,1462.64,200,500,9450
6.3,1800,0.125,0.113,12.5,40,0.22,0.177,5000,0.018,0.8,5,,,EEUFC0J182L,2655,2527.56,2124,2378.88,1996.56,100,,11340
6.3,1800,0.125,0.113,12.5,40,0.22,0.177,5000,0.018,0.8,5,,,EEUFC0J182L,2655,2527.56,2124,2378.88,1996.56,100,,11340
6.3,2200,0.111,0.1,16,25,0.22,0.157,5000,0.022,0.8,7.5,7.5,,EEUFC0J222( ),2555,2432.36,2044,2289.28,1921.36,100,250,13860
6.3,2200,0.111,0.1,16,25,0.22,0.157,5000,0.022,0.8,7.5,7.5,,EEUFC0J222( ),2555,2432.36,2044,2289.28,1921.36,100,250,13860
6.3,2700,0.092,0.092,16,31.5,0.22,0.128,5000,0.018,0.8,7.5,,,EEUFC0J272L,3010,3010,2550.85,2856.95,2397.8,100,,17010
6.3,2700,0.092,0.092,16,31.5,0.22,0.128,5000,0.018,0.8,7.5,,,EEUFC0J272L,3010,3010,2550.85,2856.95,2397.8,100,,17010
6.3,3300,0.081,0.081,18,35.5,0.22,0.113,5000,0.015,0.8,7.5,,,EEUFC0J332,3680,3680,3118.64,3492.88,2931.53,50,,20790
6.3,3300,0.081,0.081,18,35.5,0.22,0.113,5000,0.015,0.8,7.5,,,EEUFC0J332,3680,3680,3118.64,3492.88,2931.53,50,,20790
6.3,3900,0.068,0.068,18,40,0.22,0.095,5000,0.014,0.8,7.5,,,EEUFC0J392,3735,3735,3165.25,3545.08,2975.34,50,,24570
6.3,3900,0.068,0.068,18,40,0.22,0.095,5000,0.014,0.8,7.5,,,EEUFC0J392,3735,3735,3165.25,3545.08,2975.34,50,,24570
10,2.2,60.147,48.298,5,11,0.19,114.543,1000,1.8,0.5,2,5,2.5,EEUFC1A2R2( ),45,40.32,29.22,38.28,24.84,200,2000,22
10,2.2,60.147,48.298,5,11,0.19,114.543,1000,1.8,0.5,2,5,2.5,EEUFC1A2R2( ),45,40.32,29.22,38.28,24.84,200,2000,22
10,3.3,40.098,32.199,5,11,0.19,76.362,1000,1.3,0.5,2,5,2.5,EEUFC1A3R3( ),65,58.25,42.21,55.29,35.88,200,2000,33
10,3.3,40.098,32.199,5,11,0.19,76.362,1000,1.3,0.5,2,5,2.5,EEUFC1A3R3( ),65,58.25,42.21,55.29,35.88,200,2000,33
10,4.7,28.154,22.608,5,11,0.19,53.616,1000,1.3,0.5,2,5,2.5,EEUFC1A4R7( ),95,85.13,61.69,80.81,52.44,200,2000,47
10,4.7,28.154,22.608,5,11,0.19,53.616,1000,1.3,0.5,2,5,2.5,EEUFC1A4R7( ),95,85.13,61.69,80.81,52.44,200,2000,47
10,10,13.232,10.626,5,11,0.19,25.2,1000,1.3,0.5,2,5,2.5,EEUFC1A100L( ),125,112.01,81.17,106.33,68.99,200,2000,100
10,10,13.232,10.626,5,11,0.19,25.2,1000,1.3,0.5,2,5,2.5,EEUFC1A100L( ),125,112.01,81.17,106.33,68.99,200,2000,100
10,12,11.027,8.855,5,11,0.19,21,1000,1.3,0.5,2,5,2.5,EEUFC1A120( ),135,120.97,87.66,114.84,74.51,200,2000,120
10,12,11.027,8.855,5,11,0.19,21,1000,1.3,0.5,2,5,2.5,EEUFC1A120( ),135,120.97,87.66,114.84,74.51,200,2000,120
10,15,8.822,7.084,5,11,0.19,16.8,1000,1.3,0.5,2,5,2.5,EEUFC1A150( ),145,129.94,94.16,123.34,80.03,200,2000,150
10,15,8.822,7.084,5,11,0.19,16.8,1000,1.3,0.5,2,5,2.5,EEUFC1A150( ),145,129.94,94.16,123.34,80.03,200,2000,150
10,18,7.351,5.903,5,11,0.19,14,1000,1.3,0.5,2,5,2.5,EEUFC1A180( ),155,138.9,100.65,131.85,85.55,200,2000,180
10,18,7.351,5.903,5,11,0.19,14,1000,1.3,0.5,2,5,2.5,EEUFC1A180( ),155,138.9,100.65,131.85,85.55,200,2000,180
10,22,6.015,4.83,5,11,0.19,11.454,1000,1.3,0.5,2,5,2.5,EEUFC1A220( ),155,138.9,100.65,131.85,85.55,200,2000,220
10,22,6.015,4.83,5,11,0.19,11.454,1000,1.3,0.5,2,5,2.5,EEUFC1A220( ),155,138.9,100.65,131.85,85.55,200,2000,220
10,33,4.01,3.22,6.3,11.2,0.19,7.636,1000,0.6,0.5,2.5,5,2.5,EEUFC1A330( ),260,232.99,168.83,221.17,143.51,200,2000,330
10,33,4.01,3.22,6.3,11.2,0.19,7.636,1000,0.6,0.5,2.5,5,2.5,EEUFC1A330( ),260,232.99,168.83,221.17,143.51,200,2000,330
10,39,3.393,2.724,6.3,11.2,0.19,6.461,1000,0.6,0.5,2.5,5,2.5,EEUFC1A390( ),260,232.99,168.83,221.17,143.51,200,2000,390
10,39,3.393,2.724,6.3,11.2,0.19,6.461,1000,0.6,0.5,2.5,5,2.5,EEUFC1A390( ),260,232.99,168.83,221.17,143.51,200,2000,390
10,47,2.815,2.261,6.3,11.2,0.19,5.362,1000,0.6,0.5,2.5,5,2.5,EEUFC1A470( ),260,232.99,168.83,221.17,143.51,200,2000,470
10,47,2.815,2.261,6.3,11.2,0.19,5.362,1000,0.6,0.5,2.5,5,2.5,EEUFC1A470( ),260,232.99,168.83,221.17,143.51,200,2000,470
10,68,1.946,1.563,8,11.5,0.19,3.706,2000,0.234,0.6,3.5,5,,EEUFC1A680( ),485,434.61,314.94,412.56,267.69,200,1000,680
10,68,1.946,1.563,8,11.5,0.19,3.706,2000,0.234,0.6,3.5,5,,EEUFC1A680( ),485,434.61,314.94,412.56,267.69,200,1000,680
10,82,1.614,1.296,8,11.5,0.19,3.073,2000,0.234,0.6,3.5,5,,EEUFC1A820( ),485,434.61,314.94,412.56,267.69,200,1000,820
10,82,1.614,1.296,8,11.5,0.19,3.073,2000,0.234,0.6,3.5,5,,EEUFC1A820( ),485,434.61,314.94,412.56,267.69,200,1000,820
10,100,1.323,1.063,10,12.5,0.19,2.52,3000,0.162,0.6,5,5,,EEUFC1A101( ),615,551.1,399.35,523.15,339.45,200,500,1000
10,100,1.323,1.063,10,12.5,0.19,2.52,3000,0.162,0.6,5,5,,EEUFC1A101( ),615,551.1,399.35,523.15,339.45,200,500,1000
10,120,1.103,0.885,8,15,0.19,2.1,2000,0.155,0.6,3.5,5,,EEUFC1A121L( ),635,569.03,412.34,540.16,350.49,200,1000,1200
10,120,1.103,0.885,8,15,0.19,2.1,2000,0.155,0.6,3.5,5,,EEUFC1A121L( ),635,569.03,412.34,540.16,350.49,200,1000,1200
10,150,0.882,0.708,10,16,0.19,1.68,3000,0.119,0.6,5,5,,EEUFC1A151( ),850,761.69,551.95,723.05,469.16,200,500,1500
10,150,0.882,0.708,10,16,0.19,1.68,3000,0.119,0.6,5,5,,EEUFC1A151( ),850,761.69,551.95,723.05,469.16,200,500,1500
10,180,0.735,0.59,8,20,0.19,1.4,2000,0.12,0.6,3.5,5,,EEUFC1A181L( ),860,770.65,558.44,731.56,474.68,200,1000,1800
10,180,0.735,0.59,8,20,0.19,1.4,2000,0.12,0.6,3.5,5,,EEUFC1A181L( ),860,770.65,558.44,731.56,474.68,200,1000,1800
10,220,0.601,0.483,10,20,0.19,1.145,3000,0.09,0.6,5,5,,EEUFC1A221( ),1030,922.99,668.83,876.17,568.51,200,500,2200
10,220,0.601,0.483,10,20,0.19,1.145,3000,0.09,0.6,5,5,,EEUFC1A221( ),1030,922.99,668.83,876.17,568.51,200,500,2200
10,270,0.49,0.394,10,25,0.19,0.933,3000,0.082,0.6,5,5,,EEUFC1A271( ),1200,1075.32,779.22,1020.78,662.34,200,500,2700
10,270,0.49,0.394,10,25,0.19,0.933,3000,0.082,0.6,5,5,,EEUFC1A271( ),1200,1075.32,779.22,1020.78,662.34,200,500,2700
10,330,0.401,0.322,12.5,20,0.19,0.764,5000,0.063,0.6,5,5,,EEUFC1A331( ),1480,1326.23,961.04,1258.96,816.88,200,500,3300
10,330,0.401,0.322,12.5,20,0.19,0.764,5000,0.063,0.6,5,5,,EEUFC1A331( ),1480,1326.23,961.04,1258.96,816.88,200,500,3300
10,390,0.401,0.365,12.5,25,0.19,0.646,5000,0.07,0.6,5,5,,EEUFC1A391( ),1720,1642.41,1293.23,1551.88,1202.71,200,500,3900
10,390,0.401,0.365,12.5,25,0.19,0.646,5000,0.07,0.6,5,5,,EEUFC1A391( ),1720,1642.41,1293.23,1551.88,1202.71,200,500,3900
10,470,0.332,0.303,12.5,30,0.19,0.536,5000,0.055,0.8,5,,,EEUFC1A471L,2090,1995.71,1571.43,1885.71,1461.43,100,,4700
10,470,0.332,0.303,12.5,30,0.19,0.536,5000,0.055,0.8,5,,,EEUFC1A471L,2090,1995.71,1571.43,1885.71,1461.43,100,,4700
10,560,0.279,0.254,16,20,0.19,0.45,5000,0.059,0.8,7.5,7.5,,EEUFC1A561( ),1765,1685.38,1327.07,1592.48,1234.17,100,250,5600
10,560,0.279,0.254,16,20,0.19,0.45,5000,0.059,0.8,7.5,7.5,,EEUFC1A561( ),1765,1685.38,1327.07,1592.48,1234.17,100,250,5600
10,680,0.23,0.209,12.5,35,0.19,0.371,5000,0.047,0.8,5,,,EEUFC1A681L,2265,2162.82,1703.01,2043.61,1583.8,100,,6800
10,680,0.23,0.209,12.5,35,0.19,0.371,5000,0.047,0.8,5,,,EEUFC1A681L,2265,2162.82,1703.01,2043.61,1583.8,100,,6800
10,820,0.191,0.174,16,25,0.19,0.307,5000,0.05,0.8,7.5,7.5,,EEUFC1A821( ),2160,2062.56,1624.06,1948.87,1510.38,100,250,8200
10,820,0.191,0.174,16,25,0.19,0.307,5000,0.05,0.8,7.5,7.5,,EEUFC1A821( ),2160,2062.56,1624.06,1948.87,1510.38,100,250,8200
10,1000,0.173,0.157,16,31.5,0.19,0.279,5000,0.043,0.8,7.5,,,EEUFC1A102U,2670,2549.55,2007.52,2409.02,1866.99,100,,10000
10,1000,0.173,0.157,16,31.5,0.19,0.279,5000,0.043,0.8,7.5,,,EEUFC1A102U,2670,2549.55,2007.52,2409.02,1866.99,100,,10000
10,1200,0.164,0.149,16,40,0.19,0.232,5000,0.03,0.8,7.5,,,EEUFC1A122L,2825,2689.4,2260,2531.2,2124.4,100,,12000
10,1200,0.164,0.149,16,40,0.19,0.232,5000,0.03,0.8,7.5,,,EEUFC1A122L,2825,2689.4,2260,2531.2,2124.4,100,,12000
10,1500,0.131,0.119,18,35.5,0.19,0.186,5000,0.03,0.8,7.5,,,EEUFC1A152,3095,2946.44,2476,2773.12,2327.44,50,,15000
10,1500,0.131,0.119,18,35.5,0.19,0.186,5000,0.03,0.8,7.5,,,EEUFC1A152,3095,2946.44,2476,2773.12,2327.44,50,,15000
10,1800,0.109,0.099,18,40,0.19,0.155,5000,0.025,0.8,7.5,,,EEUFC1A182,3205,3051.16,2564,2871.68,2410.16,50,,18000
10,1800,0.109,0.099,18,40,0.19,0.155,5000,0.025,0.8,7.5,,,EEUFC1A182,3205,3051.16,2564,2871.68,2410.16,50,,18000
16,2.2,50.65,40.672,5,11,0.16,96.458,1000,1.8,0.5,2,5,2.5,EEUFC1C2R2( ),45,40.32,29.22,38.28,24.84,200,2000,35.2
16,2.2,50.65,40.672,5,11,0.16,96.458,1000,1.8,0.5,2,5,2.5,EEUFC1C2R2( ),45,40.32,29.22,38.28,24.84,200,2000,35.2
16,3.3,33.767,27.115,5,11,0.16,64.305,1000,1.3,0.5,2,5,2.5,EEUFC1C3R3( ),65,58.25,42.21,55.29,35.88,200,2000,52.8
16,3.3,33.767,27.115,5,11,0.16,64.305,1000,1.3,0.5,2,5,2.5,EEUFC1C3R3( ),65,58.25,42.21,55.29,35.88,200,2000,52.8
16,4.7,23.708,19.038,5,11,0.16,45.15,1000,1.3,0.5,2,5,2.5,EEUFC1C4R7( ),95,85.13,61.69,80.81,52.44,200,2000,75.2
16,4.7,23.708,19.038,5,11,0.16,45.15,1000,1.3,0.5,2,5,2.5,EEUFC1C4R7( ),95,85.13,61.69,80.81,52.44,200,2000,75.2
16,10,11.143,8.948,5,11,0.16,21.221,1000,1.3,0.5,2,5,2.5,EEUFC1C100L( ),125,112.01,81.17,106.33,68.99,200,2000,160
16,10,11.143,8.948,5,11,0.16,21.221,1000,1.3,0.5,2,5,2.5,EEUFC1C100L( ),125,112.01,81.17,106.33,68.99,200,2000,160
16,12,9.286,7.457,5,11,0.16,17.684,1000,1.3,0.5,2,5,2.5,EEUFC1C120( ),135,120.97,87.66,114.84,74.51,200,2000,192
16,12,9.286,7.457,5,11,0.16,17.684,1000,1.3,0.5,2,5,2.5,EEUFC1C120( ),135,120.97,87.66,114.84,74.51,200,2000,192
16,15,7.429,5.965,5,11,0.16,14.147,1000,1.3,0.5,2,5,2.5,EEUFC1C150( ),145,129.94,94.16,123.34,80.03,200,2000,240
16,15,7.429,5.965,5,11,0.16,14.147,1000,1.3,0.5,2,5,2.5,EEUFC1C150( ),145,129.94,94.16,123.34,80.03,200,2000,240
16,18,6.191,4.971,5,11,0.16,11.789,1000,1.3,0.5,2,5,2.5,EEUFC1C180( ),155,138.9,100.65,131.85,85.55,200,2000,288
16,18,6.191,4.971,5,11,0.16,11.789,1000,1.3,0.5,2,5,2.5,EEUFC1C180( ),155,138.9,100.65,131.85,85.55,200,2000,288
16,22,5.065,4.067,5,11,0.16,9.646,1000,1.3,0.5,2,5,2.5,EEUFC1C220( ),155,138.9,100.65,131.85,85.55,200,2000,352
16,22,5.065,4.067,5,11,0.16,9.646,1000,1.3,0.5,2,5,2.5,EEUFC1C220( ),155,138.9,100.65,131.85,85.55,200,2000,352
16,33,3.377,2.711,6.3,11.2,0.16,6.431,1000,0.6,0.5,2.5,5,2.5,EEUFC1C330( ),260,232.99,168.83,221.17,143.51,200,2000,528
16,33,3.377,2.711,6.3,11.2,0.16,6.431,1000,0.6,0.5,2.5,5,2.5,EEUFC1C330( ),260,232.99,168.83,221.17,143.51,200,2000,528
16,39,2.857,2.294,6.3,11.2,0.16,5.441,1000,0.6,0.5,2.5,5,2.5,EEUFC1C390( ),260,232.99,168.83,221.17,143.51,200,2000,624
16,39,2.857,2.294,6.3,11.2,0.16,5.441,1000,0.6,0.5,2.5,5,2.5,EEUFC1C390( ),260,232.99,168.83,221.17,143.51,200,2000,624
16,47,2.371,1.904,6.3,11.2,0.16,4.515,1000,0.6,0.5,2.5,5,2.5,EEUFC1C470( ),260,232.99,168.83,221.17,143.51,200,2000,752
16,47,2.371,1.904,6.3,11.2,0.16,4.515,1000,0.6,0.5,2.5,5,2.5,EEUFC1C470( ),260,232.99,168.83,221.17,143.51,200,2000,752
16,68,1.639,1.316,8,11.5,0.16,3.121,2000,0.234,0.6,3.5,5,,EEUFC1C680( ),485,434.61,314.94,412.56,267.69,200,1000,1088
16,68,1.639,1.316,8,11.5,0.16,3.121,2000,0.234,0.6,3.5,5,,EEUFC1C680( ),485,434.61,314.94,412.56,267.69,200,1000,1088
16,82,1.359,1.091,8,11.5,0.16,2.588,2000,0.234,0.6,3.5,5,,EEUFC1C820( ),485,434.61,314.94,412.56,267.69,200,1000,1312
16,82,1.359,1.091,8,11.5,0.16,2.588,2000,0.234,0.6,3.5,5,,EEUFC1C820( ),485,434.61,314.94,412.56,267.69,200,1000,1312
16,100,1.114,0.895,10,12.5,0.16,2.122,3000,0.162,0.6,5,5,,EEUFC1C101( ),615,551.1,399.35,523.15,339.45,200,500,1600
16,100,1.114,0.895,10,12.5,0.16,2.122,3000,0.162,0.6,5,5,,EEUFC1C101( ),615,551.1,399.35,523.15,339.45,200,500,1600
16,120,0.929,0.746,8,15,0.16,1.768,2000,0.155,0.6,3.5,5,,EEUFC1C121L( ),635,569.03,412.34,540.16,350.49,200,1000,1920
16,120,0.929,0.746,8,15,0.16,1.768,2000,0.155,0.6,3.5,5,,EEUFC1C121L( ),635,569.03,412.34,540.16,350.49,200,1000,1920
16,150,0.743,0.597,10,16,0.16,1.415,3000,0.119,0.6,5,5,,EEUFC1C151( ),850,761.69,551.95,723.05,469.16,200,500,2400
16,150,0.743,0.597,10,16,0.16,1.415,3000,0.119,0.6,5,5,,EEUFC1C151( ),850,761.69,551.95,723.05,469.16,200,500,2400
16,180,0.619,0.497,8,20,0.16,1.179,2000,0.12,0.6,3.5,5,,EEUFC1C181L( ),860,770.65,558.44,731.56,474.68,200,1000,2880
16,180,0.619,0.497,8,20,0.16,1.179,2000,0.12,0.6,3.5,5,,EEUFC1C181L( ),860,770.65,558.44,731.56,474.68,200,1000,2880
16,220,0.506,0.407,10,20,0.16,0.965,3000,0.09,0.6,5,5,,EEUFC1C221( ),1030,922.99,668.83,876.17,568.51,200,500,3520
16,220,0.506,0.407,10,20,0.16,0.965,3000,0.09,0.6,5,5,,EEUFC1C221( ),1030,922.99,668.83,876.17,568.51,200,500,3520
16,270,0.413,0.331,10,25,0.16,0.786,3000,0.082,0.6,5,5,,EEUFC1C271( ),1200,1075.32,779.22,1020.78,662.34,200,500,4320
16,270,0.413,0.331,10,25,0.16,0.786,3000,0.082,0.6,5,5,,EEUFC1C271( ),1200,1075.32,779.22,1020.78,662.34,200,500,4320
